Name,Product urls,price,descriptions,additional_description,image_urls,Category,Subcategory,Brand,Sizes,Delivery,SKU,rating
Waffle Bath Towel Oat,https://ishalife.sadhguru.org/in/waffle-bath-towel-oat,938.0,"Product Description:
Wrap yourself in the gentle comfort of the Oat Color Waffle Bath Towel. Crafted from soft, breathable cotton, its unique waffle weave absorbs moisture effortlessly, leaving your skin dry and refreshed. With a natural oat hue, it adds elegance to your bath routine while embracing sustainable living.

More Information:
More Information
SKU:
CA0010517005",,"https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0010517005_1_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0010517005_1_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0010517005_2_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0010517005_3_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0010517005_4_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0010517005_5_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0010517005_6_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0010517005_7_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0010517005_8_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0010517005_9_.jpg?optimize=medium&fit=bounds&height=&width=",Yoga Store,"Yoga Accessories, Towels",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",CA0010517005,0
Sadhguru Adiyogi Poster,https://ishalife.sadhguru.org/in/sadhguru-adiyogi-poster,20.0,"Product Description:
Raghu Rai captures the intensity which is vividly displayed in this poster with Sadhguru in front of the majestic Adiyogi.
Dimesnion in Inches - 16.9 x 12.2

More Information:
More Information
SKU:
ME0021200000",,"https://ishalife.sadhguru.org/media/catalog/product/s/a/sadhguru_adiyogi_poster_il04_dsc06449_1_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/s/a/sadhguru_adiyogi_poster_il04_dsc06449_1_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/s/a/sadhguru_adiyogi_poster_il04_dsc06448.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/s/a/sadhguru_adiyogi_poster_il04_dsc06449.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/s/a/sadhguru_adiyogi_poster_il04_dsc06448_1_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/m/i/mis019_c.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/m/e/me0021200000.jpg?optimize=medium&fit=bounds&height=&width=",Books and Dvds,"Photos, Adiyogi",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",ME0021200000,98.0
Adiyogi Rudraksha Prasadam,https://ishalife.sadhguru.org/in/adiyogi-rudraksha-prasadam,280.0,"Product Details:
Combo Details:
Adiyogi Rudraksha with Black Rope:
Panchamukhi bead taken from 112-foot Adiyogi’s mala
Dhyanalinga Prasadam:
A pack of 6 black sesame laddoos
Adiyogi Abhaya Sutra:
Energized black cotton thread
Copper Sarpa Sutra:
Energized copper ring to stabilize the system (
Available in sizes: S, M, L, XL
)
Stamp-Sized Photo:
Black & white photo of Sadhguru & Adiyogi

Product Description:
Celebrate Mahashivratri 2025 drenched in Adiyogi’s boundless grace with the
Adiyogi Rudraksha Prasadam
combo. The Adiyogi Rudraksha, a consecrated Panchamukhi bead from the mala that once adorned the 112-foot Adiyogi statue, is paired with a black cotton rope. It allows the wearer to imbibe Shiva’s energies. It also includes Dhyanalinga Prasadam, a pack of black sesame and jaggery laddoos kept in the sphere of the Dhyanalinga for some time. Energized in the sphere of the Dhyanalinga, the Adiyogi Abhaya Sutra enhances receptivity to Adiyogi’s grace, while the energized copper Sarpa Sutra stabilizes the body and supports yogic practices. Also included is the black and white photo of Sadhguru and Adiyogi invoking reverence and devotion. Presented in a beautiful blue gift pouch, this sacred combo is the perfect Mahashivratri gift for yourself or your loved ones.

More Information:
More Information
SKU:
CO00083",,"https://ishalife.sadhguru.org/media/catalog/product/c/o/co00083-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/o/co00083-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/o/co00083-2.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/o/co00083-3.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/o/co00083-4.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/o/co00083-5.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/o/co00083-6.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/o/co00083-7.jpg?optimize=medium&fit=bounds&height=&width=",MahaShivRatri 2025,"Adiyogi Prasadam, Mahasivratri prasadam",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",CO00083,100.0
Ladies Dobby Top,https://ishalife.sadhguru.org/in/ladies-dobby-top,1310.0,"Product Description:
Experience effortless elegance with our Ladies Dobby Top. Crafted from soft, breathable fabric with intricate dobby patterns, it offers comfort and style in perfect harmony. Ideal for casual or semi-formal occasions, this timeless design brings a touch of grace to your everyday wardrobe.

More Information:
More Information
SKU:
CA01146",,"https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0114600400_1_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0114600400_1_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0114600400_2_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0114600400_3_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0114600400_4_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0114600400_5_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0114600400_6_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0114600400_7_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0114600400_8_.jpg?optimize=medium&fit=bounds&height=&width=",MahaShivRatri 2024,"New Arrivals, Women's Kurta",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",CA01146,0
Cross Shoulder Kalamkari Bag,https://ishalife.sadhguru.org/in/cross-shoulder-kalamkari-bag,320.0,"Product Description:
Made from decorative kalamkari, this cross shoulder bag has two zip closures and ample space to store all your essentials, making it perfect for travel.

More Information:
More Information
SKU:
CA0001000000
HScode:
420292",,"https://ishalife.sadhguru.org/media/catalog/product/b/g/bg151-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/b/g/bg151-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/b/g/bg151-2.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/b/g/bg151-3.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/b/g/bg151-4.jpg?optimize=medium&fit=bounds&height=&width=",Yoga Store,"Yoga Accessories, Bags",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",CA0001000000,0
Luggage Tag Yoga,https://ishalife.sadhguru.org/in/luggage-tag-yoga,280.0,"Product Description:
A luggage tag is a must have accessory for your luggage bags before you depart for your business or personal tours.
Personalize your baggage with this beautiful baggage tag that contains a creative caricature of a baby girl doing a yoga posture
 Can be used for hand luggage, school bags, laptop bags etc.
It has silicon band along with a Isha Logo

More Information:
More Information
SKU:
HO0064917200",,"https://ishalife.sadhguru.org/media/catalog/product/0/1/0106513.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0106513.jpg?optimize=medium&fit=bounds&height=&width=",Yoga Store,"Yoga Accessories, Yoga Merchandise",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",HO0064917200,95.0
Handmade Brass Textured Earring,https://ishalife.sadhguru.org/in/ca0139700005-handmade-brass-textured-earring,425.0,"Product Description:
Subtle yet elegant, these handcrafted brass textured earrings bring a hint of artisanal charm to your look. With their soft golden sheen and delicate design, they are a timeless accessory, perfect for adding a touch of understated beauty to any outfit.

More Information:
More Information
SKU:
CA0139700005",,"https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0139700005_10_1_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0139700005_10_1_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0139700005_10_2_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0139700005_10_3_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0139700005_10_4_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0139700005_10_5_.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0139700005_10_6_.jpg?optimize=medium&fit=bounds&height=&width=",Clothing & Accessories,"Jewellery, Gold Plated Silver Jewellery, Earrings",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",CA0139700005,0
Linga Bhairavi Photo Black 10x15 with frame,https://ishalife.sadhguru.org/in/linga-bhairavi-photo-black-10x15-with-frame,590.0,"Product Details:
Dimension in Inches (With Frame)
10 X 15

Product Description:
Representing the creative and nurturing aspects of the universe, this close-up photograph of Linga Bhairavi in her original black form can inspire your devotion as well as help you feel a sense of connection to the Devi.
Benefit from the Linga Bhairavi's abundant grace by worshipping her in the form of this captivating photograph. This comes in a beautiful cherry-brown color wooden frame and can be hung in the pooja room, office or living room.
It is lightweight and easy to clean.

More Information:
More Information
SKU:
ME0019410900",,"https://ishalife.sadhguru.org/media/catalog/product/0/7/0701031.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/7/0701031.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/7/0701031-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/7/0701031-2.jpg?optimize=medium&fit=bounds&height=&width=",Books and Dvds,"Photos, Linga Bhairavi, New Linga Bhairavi Photos",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",ME0019410900,0
Matte Finish Copper Glass with Brass Aum 200 ml,https://ishalife.sadhguru.org/in/matte-finish-copper-glass-with-brass-aum-200-ml,340.0,"Product Details:
Why Isha Life?? Matte Finish Copper Glass with Brass Aum?
-
200 ml capacity
-
Made with high quality copper with therapeutic properties
-
Beneficial for overall health
-
Helps in cleansing the body and removing toxins
-
Curved lip for ease of drinking
-
AUM design in brass
Sadhguru Says
:
??ecause water has memory

Product Description:
As per traditional systems of medicine, water stored in a copper vessel or glass for 6-8 hours can cleanse our system. Because copper's antimicrobial, anti-inflammatory, anti-carcinogenic and antioxidant properties get transferred to the water. Drinking this water can detoxify and balance your overall system. From fighting off cancer to helping cure Arthritis, aiding digestion to weight loss, its therapeutic uses are phenomenal.
Isha Life’s copper glass in matte finish features an AUM in brass. Its curved lip makes for easy drinking. Packed in a beautifully designed AUM box, it also makes a thoughtful gift during special occasions.

More Information:
More Information
SKU:
YS0003000001",,"https://ishalife.sadhguru.org/media/catalog/product/0/6/0601051.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/6/0601051.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/6/0601051-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/6/0601051_c.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/6/0601051-2.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/6/0601051-1_c.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/6/0601051-3.jpg?optimize=medium&fit=bounds&height=&width=",Yoga Store,"Copper Glass / Tumbler, Copper Drinkware",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",YS0003000001,87.0
Mystic Moon Shawl,https://ishalife.sadhguru.org/in/mystic-moon-shawl,1800.0,"Product Description:
This Mystic Moon shawl features elegant blues and the phases of the moon.
Made of crinkled cotton, this shawl has a unique and beautiful style for any outfit.
Crinkled cotton shawls
 Pure cotton
 Glitter all over print in gold
 Off White base fabric

More Information:
More Information
SKU:
CA0067000000",,"https://ishalife.sadhguru.org/media/catalog/product/0/2/0203358_c.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/2/0203358_c.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/2/0203358-1_c.jpg?optimize=medium&fit=bounds&height=&width=",Clothing & Accessories,"Mystic Moon, Women's Clothing, Collections",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",CA0067000000,0
Sarpa Adjustable Copper Cuff,https://ishalife.sadhguru.org/in/sarpa-adjustable-copper-cuff,450.0,"Product Details:
Dimensions
Diameter: 2.25""
Weight: 13 grams

Product Description:
Inspired by the Isha Sarpa Sutra, this handcrafted copper Sarpa Cuff in matte finish is not only a divine everyday accessory but an instrument to enhance your receptivity to Grace. The adjustable limited edition unisex cuff is an invitation for sarpa- who represents heightened perception- to enhance your own perception that will offer you a more profound experience of life. Adiyogi's constant companion is an ideal adornment for all Adiyogi devotees.

More Information:
More Information
SKU:
CA0120600000",,"https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0120600000-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0120600000-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/c/a/ca0120600000-4.jpg?optimize=medium&fit=bounds&height=&width=",MahaShivRatri 2024,"Adiyogi Merchandise, Jewellery",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",CA0120600000,95.0
24 Hours Skin Hydrating Organic Body Lotion With Hibiscus Extract Normal to Dry Skin 100ml,https://ishalife.sadhguru.org/in/bloom-24-hours-organic-body-lotion-normal-to-dry-skin-100ml,695.0,"Product Description:
A deep breath that refreshes your spirit
A gentle touch that alleviates your worries
Soothing sensations caress your being
An unspoken connection wraps you in love
Greet your day with a blissful indulgence in self-care. Nourish your body with the refreshing notes of Hibiscus and Acai Berry that naturally hydrate normal to dry skin and keep it silky smooth all day long.
A good body lotion must do these three things.
Keep the skin nourished.
Rid you of skin problems like acne, redness, and scars
Impart a youthful glow to your body.
Well, Bloom's 24-hour Hydrating Body Lotion is potent enough to fulfill all of these functions and more. It is a blend of natural ingredients that are friendly for your skin and nourishing for your body.
To add healthy nourishment to your skin, we have added Acai Berry Extracts to our body lotion. The richness of Vitamins in it helps reduce skin irritation, cracks, and splits in the skin, and keeps your body hydrated and supple.
For treating skin problems, we have used Aloe Vera and Jojoba Oil. Being a great source of vitamins, Aloe Vera helps in soothing skin irritations, and scars, and promotes wound healing. Whereas, Jojoba Oil helps in cleansing clogged skin pores, leaving clean and fair skin.
Finally, to keep your body glowing throughout the day, we have used the Extracts of Hibiscus Flower, which are known to possess exfoliating properties and improve collagen production in your body. Thus, they cleanse your pores and keep wrinkles and aging lines at bay.
We care for your skin and are committed to making our products as safe as possible for you. Hence, we only use pure and organic ingredients in our range of skin-care products.

More Information:
More Information
SKU:
BC0002603101",,"https://ishalife.sadhguru.org/media/catalog/product/1/_/1_206.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/1/_/1_206.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/5/_/5_41.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/2/_/2_203.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/3/_/3_170.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/b/l/bloom_1_2.jpg?optimize=medium&fit=bounds&height=&width=",Body Care,"Bloom -  Certified Organic Care, Body, Organic Body Lotions",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",BC0002603101,0
Hammered Copper Container with Lid 450 ml,https://ishalife.sadhguru.org/in/hammered-copper-container-with-lid-450-ml,950.0,"Product Description:


More Information:
More Information
SKU:
HO0035017001",,"https://ishalife.sadhguru.org/media/catalog/product/0/1/0105668_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0105668_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0105668-1_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0105668-2_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0105668-3_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0105668-4_1.jpg?optimize=medium&fit=bounds&height=&width=",Independence Day 2021,Copper,Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",HO0035017001,0
Tiered cotton long skirt off white,https://ishalife.sadhguru.org/in/cotton-flex-tiered-skirt-natural,1650.0,"Product Description:
Elevate your style with our gorgeous cotton cambric ruffled long skirt from Isha Life! This versatile piece features a flattering high-waist silhouette and tiered ruffles that adds a charming feminine touch. Crafted from soft cotton fabric, it falls in an A-line shape, with elastic ruching and a drawstring waist for a comfortable fit. Perfect for both casual outings and work, this long skirt is designed for movement and flair. Pair it with your favorite top to effortlessly transition from the office to after-work . With its beautiful design and quality construction, this skirt is a wardrobe staple you'll reach for time and again.

More Information:
More Information
SKU:
CA01663",,"https://ishalife.sadhguru.org/media/catalog/product/1/_/1_123.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/1/_/1_123.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/2/_/2_116.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/3/_/3_113_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/4/_/4_91.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/5/_/5_57_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/6/_/6_37.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/7/_/7_24_1.jpg?optimize=medium&fit=bounds&height=&width=",Clothing & Accessories,"Women, Skirts",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",CA01663,0
Iron Hook on wooden base Home with 3 nails,https://ishalife.sadhguru.org/in/iron-hook-on-wooden-base-home-with-3-nails,250.0,"Product Description:


More Information:
More Information
SKU:
HO0063517100",,"https://ishalife.sadhguru.org/media/catalog/product/0/1/0105743_-_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0105743_-_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0105743_-_2.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0105743.jpg?optimize=medium&fit=bounds&height=&width=",MahaShivRatri 2025,"Mega Offer Zone, Merchandise",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",HO0063517100,0
Linga Bhairavi Lamp Plate,https://ishalife.sadhguru.org/in/linga-bhairavi-lamp-plate,360.0,"Product Details:
Plate Dimension:
Length - 10.5 cm
Width - 10.5 cm
Height - 1cm

Product Description:
This gold-toned, hammered brass plate is an exquisite square piece which can be used for placing a lamp on or even as a decoration to liven up your space.
The hammer indentations visible on the plate give it a vintage look.

More Information:
More Information
SKU:
HO0002000000",,"https://ishalife.sadhguru.org/media/catalog/product/0/1/0111142.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0111142.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0111142-1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0111142-2.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/1/0111142-3.jpg?optimize=medium&fit=bounds&height=&width=",Temple,Pooja Essentials,Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",HO0002000000,98.0
Mens 100 organic cotton kurta with embroidered Maroon Aum Short sleeved short kurta Relaxed fit,https://ishalife.sadhguru.org/in/organic-mens-aum-kurtha-maroon,890.0,"Product Details:
Fabric
100% Organic cotton
Craft
Embroidered ""Aum"" on the front and side
Fit
Regular fit
Style
Short kurta
Sleeves
Half sleeves / Full sleeves
Neck
Mandarin collar
Patterns
Solid
More Details
Side slits
2 side pockets
Model height [6.2]

Product Description:
“We must bring back natural fibers into our clothing if we want to know the joy of being healthy and well”
– Sadhguru
Isha Life promotes the use of natural fibers as it is better for the environment and better for your body.
Real. Simple. Honest. 100% Organic Cotton Aum Kurta.
A unique offering, fusing tradition with versatility, at the same time maintaining its simplicity.
This Aum Kurta with its rustic and earthy appeal, is easy to wear, breathable and will carry you through the day and across all activities.

More Information:
More Information
SKU:
CA00536
Color:
Maroon
Type Of Fabric:
Cotton",,"https://ishalife.sadhguru.org/media/catalog/product/i/m/image_of_men_s_aum_kurta_maroon__isha_life.1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/i/m/image_of_men_s_aum_kurta_maroon__isha_life.1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/i/m/image_of_men_s_aum_kurta_maroon__isha_life.2.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/i/m/image_of_men_s_aum_kurta_maroon__isha_life.3.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/i/n/infographic_of_ethnic_organic_men_s_aum_kurta_isha_life.2_1_10.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/i/n/infographic_of_organic_mens_wears_men_s_aum_kurta_isha_life.3_1_10.jpg?optimize=medium&fit=bounds&height=&width=",MahaShivRatri 2025,"Mega Offer Zone, Adiyogi Clothing, Kurta, Kurta - Men",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",CA00536,100.0
Mens Organic Cotton Nandi Kurta Off White,https://ishalife.sadhguru.org/in/mens-organic-cotton-nandi-kurta-off-white-1,1100.0,"Product Details:


Product Description:
As per ancient wisdom, Nandi is known to be a meditative bull. Here, we’ve paired the beautiful Nandi print with certified organic cotton fabric to give you a kurta that you can wear everywhere – from your meditation sessions to the café.
As per Hindu mythology,
Nandi is Shiva’s vehicle.
Nandi is always waiting for his master, in a meditative state and is a symbol of significance to yogis. This half sleeve kurta not only looks great but is also functional, with two pockets and side slits. Pair it with loose cotton trousers or dhoti for ultimate breathability and comfort during sadhana.

More Information:
More Information
SKU:
CA00519
Color:
Off-White",,"https://ishalife.sadhguru.org/media/catalog/product/0/2/0201121.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/2/0201121.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/2/0201121-2_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/2/0201121-1_1.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/0/2/0201121-3_1.jpg?optimize=medium&fit=bounds&height=&width=",MahaShivRatri 2025,"Mega Offer Zone, Adiyogi Clothing, Kurta, Kurta - Men",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",CA00519,0
In the Presence of the Master Vol 1 22 Hours Video Discourse USB,https://ishalife.sadhguru.org/in/in-the-presence-of-the-master-vol-1-22-hours-video-discourse-usb,1750.0,"Product Description:
In the Presence of the Master Series
Video Collection – Volume 1 (32 GB USB, 22 hours of video)
(Includes guided meditation and Practices)
Seamlessly traversing subjects from a relationship, to children and education, to enlightenment, in this series Sadhguru reveals how every aspect of life can be handled with ultimate sense and understanding.

More Information:
More Information
SKU:
ME0036400000
HScode:
852351",,"https://ishalife.sadhguru.org/media/catalog/product/u/s/usb301.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/u/s/usbvc01_c.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/u/s/usbvc01-1_c.jpg?optimize=medium&fit=bounds&height=&width=, https://ishalife.sadhguru.org/media/catalog/product/u/s/usb301.jpg?optimize=medium&fit=bounds&height=&width=",Books and Dvds,"Pen Drives, Video Discourses",Isha Life,100 капсул,"Free shipping above Rs 950, Within 24-48 hours Fast Dispatches, Secure Payments, Product of Bharat, Holistic Well-being",ME0036400000,100.0
